snapshot_utc,service_date,ferry_route_id,crossing,departure_id,depart,arrival,available_cars,available_pax,max_pax,ferry,css_class,is_dangerous_goods
2026-08-31T22:43:21Z,2026-09-15,413,Askø > Kragenæs,3766694,2026-09-15T14:40:00,2026-09-15T15:20:00,13,95,95,M/F Askø,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,413,Askø > Kragenæs,3766711,2026-09-15T18:40:00,2026-09-15T19:20:00,13,95,95,M/F Askø,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,413,Askø > Kragenæs,3766728,2026-09-15T20:45:00,2026-09-15T21:25:00,13,95,95,M/F Askø,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3762367,2026-09-15T06:05:00,2026-09-15T06:25:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3762482,2026-09-15T07:05:00,2026-09-15T07:25:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3762597,2026-09-15T08:05:00,2026-09-15T08:25:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3762712,2026-09-15T09:05:00,2026-09-15T09:25:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3762827,2026-09-15T10:05:00,2026-09-15T10:25:00,20,97,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3762942,2026-09-15T11:05:00,2026-09-15T11:25:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763057,2026-09-15T12:50:00,2026-09-15T13:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763172,2026-09-15T13:50:00,2026-09-15T14:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763287,2026-09-15T14:50:00,2026-09-15T15:10:00,23,97,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763402,2026-09-15T15:50:00,2026-09-15T16:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763517,2026-09-15T16:50:00,2026-09-15T17:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763632,2026-09-15T17:50:00,2026-09-15T18:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763747,2026-09-15T18:50:00,2026-09-15T19:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763862,2026-09-15T19:50:00,2026-09-15T20:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3763977,2026-09-15T20:50:00,2026-09-15T21:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Kragenæs > Fejø,3764092,2026-09-15T22:10:00,2026-09-15T22:30:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764207,2026-09-15T05:30:00,2026-09-15T05:50:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764322,2026-09-15T06:30:00,2026-09-15T06:50:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764437,2026-09-15T07:30:00,2026-09-15T07:50:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764552,2026-09-15T08:30:00,2026-09-15T08:50:00,23,97,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764667,2026-09-15T09:30:00,2026-09-15T09:50:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764782,2026-09-15T10:30:00,2026-09-15T10:50:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3764897,2026-09-15T11:30:00,2026-09-15T11:50:00,20,97,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765012,2026-09-15T13:15:00,2026-09-15T13:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765127,2026-09-15T14:15:00,2026-09-15T14:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765242,2026-09-15T15:15:00,2026-09-15T15:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765357,2026-09-15T16:15:00,2026-09-15T16:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765472,2026-09-15T17:15:00,2026-09-15T17:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765587,2026-09-15T18:15:00,2026-09-15T18:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765702,2026-09-15T19:15:00,2026-09-15T19:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765817,2026-09-15T20:15:00,2026-09-15T20:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-08-31T22:43:21Z,2026-09-15,414,Fejø > Kragenæs,3765932,2026-09-15T21:15:00,2026-09-15T21:35:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Kragenæs > Femø,3769519,2026-09-01T06:05:00,2026-09-01T07:00:00,8,91,95,Booking lukket,crossing-time-exceeded,False
2026-09-01T04:44:48Z,2026-09-01,411,Kragenæs > Femø,3748199,2026-09-01T11:50:00,2026-09-01T12:45:00,0,88,98,M/F Femøsund,crossing-almost-fully-booked,False
2026-09-01T04:44:48Z,2026-09-01,411,Kragenæs > Femø,3748278,2026-09-01T14:05:00,2026-09-01T15:00:00,6,88,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Kragenæs > Femø,3748357,2026-09-01T16:20:00,2026-09-01T17:15:00,5,90,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Kragenæs > Femø,3748436,2026-09-01T18:40:00,2026-09-01T19:35:00,14,97,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Kragenæs > Femø,3748515,2026-09-01T22:00:00,2026-09-01T22:55:00,15,98,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Femø > Kragenæs,3769520,2026-09-01T06:00:00,2026-09-01T06:55:00,9,92,98,Booking lukket,crossing-time-exceeded,False
2026-09-01T04:44:48Z,2026-09-01,411,Femø > Kragenæs,3769522,2026-09-01T07:15:00,2026-09-01T08:10:00,9,87,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Femø > Kragenæs,3747725,2026-09-01T12:55:00,2026-09-01T13:50:00,10,93,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Femø > Kragenæs,3747804,2026-09-01T15:10:00,2026-09-01T16:05:00,2,94,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Femø > Kragenæs,3747883,2026-09-01T17:30:00,2026-09-01T18:25:00,13,95,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,411,Femø > Kragenæs,3747962,2026-09-01T20:45:00,2026-09-01T21:40:00,15,98,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Kragenæs > Askø,3769524,2026-09-01T08:25:00,2026-09-01T09:05:00,5,87,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Kragenæs > Askø,3753120,2026-09-01T11:10:00,2026-09-01T11:50:00,11,90,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Kragenæs > Askø,3753183,2026-09-01T13:35:00,2026-09-01T14:15:00,8,92,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Kragenæs > Askø,3753246,2026-09-01T15:55:00,2026-09-01T16:35:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Kragenæs > Askø,3753309,2026-09-01T18:15:00,2026-09-01T18:55:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Kragenæs > Askø,3753372,2026-09-01T21:20:00,2026-09-01T22:00:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Askø > Kragenæs,3769525,2026-09-01T09:30:00,2026-09-01T10:10:00,7,91,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Askø > Kragenæs,3753561,2026-09-01T12:35:00,2026-09-01T13:15:00,8,90,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Askø > Kragenæs,3753624,2026-09-01T14:55:00,2026-09-01T15:35:00,8,91,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Askø > Kragenæs,3753687,2026-09-01T16:40:00,2026-09-01T17:20:00,12,94,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Askø > Kragenæs,3753750,2026-09-01T19:10:00,2026-09-01T19:50:00,13,93,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,413,Askø > Kragenæs,3753813,2026-09-01T22:05:00,2026-09-01T22:45:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3761047,2026-09-01T07:10:00,2026-09-01T07:30:00,10,83,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3761084,2026-09-01T08:00:00,2026-09-01T08:20:00,11,94,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3761121,2026-09-01T09:00:00,2026-09-01T09:20:00,11,88,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3769434,2026-09-01T10:05:00,2026-09-01T10:25:00,0,85,98,M/F Femøsund,crossing-almost-fully-booked,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752032,2026-09-01T12:00:00,2026-09-01T12:20:00,13,91,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752112,2026-09-01T12:50:00,2026-09-01T13:10:00,23,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752192,2026-09-01T13:50:00,2026-09-01T14:10:00,20,91,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752272,2026-09-01T14:50:00,2026-09-01T15:10:00,19,93,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752352,2026-09-01T15:50:00,2026-09-01T16:10:00,18,91,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752432,2026-09-01T16:30:00,2026-09-01T16:50:00,21,93,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752512,2026-09-01T17:10:00,2026-09-01T17:30:00,22,96,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752592,2026-09-01T17:50:00,2026-09-01T18:10:00,20,94,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752672,2026-09-01T19:20:00,2026-09-01T19:40:00,23,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752752,2026-09-01T20:10:00,2026-09-01T20:30:00,21,94,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752832,2026-09-01T20:50:00,2026-09-01T21:10:00,22,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Kragenæs > Fejø,3752930,2026-09-01T22:05:00,2026-09-01T22:25:00,21,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3770321,2026-09-01T07:35:00,2026-09-01T07:55:00,1,76,98,M/F Femøsund,crossing-almost-fully-booked,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3760302,2026-09-01T08:25:00,2026-09-01T08:45:00,3,91,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3760339,2026-09-01T09:25:00,2026-09-01T09:45:00,10,89,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3769416,2026-09-01T10:25:00,2026-09-01T10:45:00,12,95,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750432,2026-09-01T12:20:00,2026-09-01T12:40:00,14,87,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750496,2026-09-01T13:10:00,2026-09-01T13:30:00,10,88,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750560,2026-09-01T14:10:00,2026-09-01T14:30:00,22,90,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750624,2026-09-01T15:10:00,2026-09-01T15:30:00,19,84,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750688,2026-09-01T16:10:00,2026-09-01T16:30:00,20,91,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750752,2026-09-01T16:50:00,2026-09-01T17:10:00,23,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750816,2026-09-01T17:30:00,2026-09-01T17:50:00,23,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750880,2026-09-01T18:20:00,2026-09-01T18:40:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3750944,2026-09-01T19:45:00,2026-09-01T20:05:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3751008,2026-09-01T20:30:00,2026-09-01T20:50:00,21,96,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-01,414,Fejø > Kragenæs,3751073,2026-09-01T21:45:00,2026-09-01T22:05:00,21,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748042,2026-09-02T07:05:00,2026-09-02T08:00:00,7,92,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748121,2026-09-02T09:25:00,2026-09-02T10:20:00,8,97,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748200,2026-09-02T11:50:00,2026-09-02T12:45:00,12,88,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748279,2026-09-02T14:05:00,2026-09-02T15:00:00,15,98,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748358,2026-09-02T16:20:00,2026-09-02T17:15:00,11,93,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748437,2026-09-02T18:40:00,2026-09-02T19:35:00,12,93,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Kragenæs > Femø,3748516,2026-09-02T22:00:00,2026-09-02T22:55:00,0,72,98,M/F Femøsund,crossing-almost-fully-booked,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747489,2026-09-02T06:00:00,2026-09-02T06:55:00,12,93,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747568,2026-09-02T08:15:00,2026-09-02T09:10:00,10,93,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747647,2026-09-02T10:30:00,2026-09-02T11:25:00,4,86,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747726,2026-09-02T12:55:00,2026-09-02T13:50:00,5,92,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747805,2026-09-02T15:10:00,2026-09-02T16:05:00,1,76,98,M/F Femøsund,crossing-almost-fully-booked,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747884,2026-09-02T17:30:00,2026-09-02T18:25:00,14,96,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,411,Femø > Kragenæs,3747963,2026-09-02T20:45:00,2026-09-02T21:40:00,15,98,98,M/F Femøsund,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3752995,2026-09-02T06:40:00,2026-09-02T07:20:00,1,90,95,M/F Askø,crossing-almost-fully-booked,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3753058,2026-09-02T08:55:00,2026-09-02T09:35:00,10,91,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3753121,2026-09-02T11:10:00,2026-09-02T11:50:00,11,92,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3753184,2026-09-02T13:35:00,2026-09-02T14:15:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3753247,2026-09-02T15:55:00,2026-09-02T16:35:00,11,92,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3753310,2026-09-02T18:15:00,2026-09-02T18:55:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Kragenæs > Askø,3753373,2026-09-02T21:20:00,2026-09-02T22:00:00,6,83,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753436,2026-09-02T07:30:00,2026-09-02T08:10:00,12,93,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753499,2026-09-02T10:05:00,2026-09-02T10:45:00,4,83,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753562,2026-09-02T12:35:00,2026-09-02T13:15:00,8,88,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753625,2026-09-02T14:55:00,2026-09-02T15:35:00,8,86,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753688,2026-09-02T16:40:00,2026-09-02T17:20:00,5,92,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753751,2026-09-02T19:10:00,2026-09-02T19:50:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,413,Askø > Kragenæs,3753814,2026-09-02T22:05:00,2026-09-02T22:45:00,13,95,95,M/F Askø,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751473,2026-09-02T05:45:00,2026-09-02T06:05:00,24,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751553,2026-09-02T06:25:00,2026-09-02T06:45:00,22,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751633,2026-09-02T07:10:00,2026-09-02T07:30:00,22,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751713,2026-09-02T07:55:00,2026-09-02T08:15:00,19,96,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751793,2026-09-02T09:00:00,2026-09-02T09:20:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751873,2026-09-02T09:50:00,2026-09-02T10:10:00,22,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3751953,2026-09-02T10:45:00,2026-09-02T11:05:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752033,2026-09-02T12:00:00,2026-09-02T12:20:00,21,88,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752113,2026-09-02T12:50:00,2026-09-02T13:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752193,2026-09-02T13:50:00,2026-09-02T14:10:00,22,94,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752273,2026-09-02T14:50:00,2026-09-02T15:10:00,22,95,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752353,2026-09-02T15:50:00,2026-09-02T16:10:00,23,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752433,2026-09-02T16:30:00,2026-09-02T16:50:00,22,93,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752513,2026-09-02T17:10:00,2026-09-02T17:30:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752593,2026-09-02T17:50:00,2026-09-02T18:10:00,22,92,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752673,2026-09-02T19:20:00,2026-09-02T19:40:00,21,89,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752753,2026-09-02T20:10:00,2026-09-02T20:30:00,19,88,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752833,2026-09-02T20:50:00,2026-09-02T21:10:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Kragenæs > Fejø,3752931,2026-09-02T22:05:00,2026-09-02T22:25:00,23,97,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3749921,2026-09-02T05:25:00,2026-09-02T05:45:00,22,94,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3749985,2026-09-02T06:05:00,2026-09-02T06:25:00,20,94,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750049,2026-09-02T06:45:00,2026-09-02T07:05:00,20,92,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750113,2026-09-02T07:30:00,2026-09-02T07:50:00,23,96,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750177,2026-09-02T08:35:00,2026-09-02T08:55:00,19,96,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750241,2026-09-02T09:20:00,2026-09-02T09:40:00,21,90,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750305,2026-09-02T10:10:00,2026-09-02T10:30:00,21,92,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750369,2026-09-02T11:10:00,2026-09-02T11:30:00,24,98,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750433,2026-09-02T12:20:00,2026-09-02T12:40:00,20,93,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750497,2026-09-02T13:10:00,2026-09-02T13:30:00,23,96,98,M/F Christine,crossing-normal,False
2026-09-01T04:44:48Z,2026-09-02,414,Fejø > Kragenæs,3750561,2026-09-02T14:10:00,2026-09-02T14:30:00,23,94,98,M/F Christine,crossing-normal,False
